season,round,date_header,status,kickoff_local,home_team,away_team,home_score,away_score,venue,match_href
2022,5,SATURDAY 9TH APRIL,FULL TIME,,Rabbitohs,Dragons,24,12,"Accor Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2022/round-5/rabbitohs-v-dragons/
2022,5,SATURDAY 9TH APRIL,FULL TIME,,Titans,Eels,20,26,"Cbus Super Stadium, Gold Coast",https://www.nrl.com/draw/nrl-premiership/2022/round-5/titans-v-eels/
2022,5,SUNDAY 10TH APRIL,FULL TIME,,Sharks,Wests Tigers,30,4,"PointsBet Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2022/round-5/sharks-v-wests-tigers/
2022,5,SUNDAY 10TH APRIL,FULL TIME,,Bulldogs,Panthers,12,32,"CommBank Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2022/round-5/bulldogs-v-panthers/
2022,6,THURSDAY 14TH APRIL,FULL TIME,,Raiders,Cowboys,12,18,"GIO Stadium, Canberra",https://www.nrl.com/draw/nrl-premiership/2022/round-6/raiders-v-cowboys/
2022,6,FRIDAY 15TH APRIL,FULL TIME,,Rabbitohs,Bulldogs,36,16,"Accor Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2022/round-6/rabbitohs-v-bulldogs/
2022,6,FRIDAY 15TH APRIL,FULL TIME,,Panthers,Broncos,40,12,"Penrith Park, Penrith",https://www.nrl.com/draw/nrl-premiership/2022/round-6/panthers-v-broncos/
2022,6,SATURDAY 16TH APRIL,FULL TIME,,Sea Eagles,Titans,26,18,"4 Pines Park, Sydney",https://www.nrl.com/draw/nrl-premiership/2022/round-6/sea-eagles-v-titans/
2022,6,SATURDAY 16TH APRIL,FULL TIME,,Storm,Sharks,34,18,"AAMI Park, Melbourne",https://www.nrl.com/draw/nrl-premiership/2022/round-6/storm-v-sharks/
2022,6,SUNDAY 17TH APRIL,FULL TIME,,Roosters,Warriors,22,14,"Sydney Cricket Ground, Sydney",https://www.nrl.com/draw/nrl-premiership/2022/round-6/roosters-v-warriors/
2022,6,SUNDAY 17TH APRIL,FULL TIME,,Dragons,Knights,21,16,"WIN Stadium, Wollongong",https://www.nrl.com/draw/nrl-premiership/2022/round-6/dragons-v-knights/
2022,6,MONDAY 18TH APRIL,FULL TIME,,Eels,Wests Tigers,20,21,"CommBank Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2022/round-6/eels-v-wests-tigers/
2022,7,THURSDAY 21ST APRIL,FULL TIME,,Sharks,Sea Eagles,34,22,"PointsBet Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2022/round-7/sharks-v-sea-eagles/
2022,7,FRIDAY 22ND APRIL,FULL TIME,,Broncos,Bulldogs,34,14,"Suncorp Stadium, Brisbane",https://www.nrl.com/draw/nrl-premiership/2022/round-7/broncos-v-bulldogs/
2022,7,SATURDAY 23RD APRIL,FULL TIME,,Cowboys,Titans,30,4,"Queensland Country Bank Stadium, Townsville",https://www.nrl.com/draw/nrl-premiership/2022/round-7/cowboys-v-titans/
2022,7,SATURDAY 23RD APRIL,FULL TIME,,Wests Tigers,Rabbitohs,23,22,"CommBank Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2022/round-7/wests-tigers-v-rabbitohs/
2022,7,SUNDAY 24TH APRIL,FULL TIME,,Knights,Eels,2,39,"McDonald Jones Stadium, Newcastle",https://www.nrl.com/draw/nrl-premiership/2022/round-7/knights-v-eels/
2022,7,SUNDAY 24TH APRIL,FULL TIME,,Panthers,Raiders,36,6,"Penrith Park, Penrith",https://www.nrl.com/draw/nrl-premiership/2022/round-7/panthers-v-raiders/
2022,7,MONDAY 25TH APRIL,FULL TIME,,Dragons,Roosters,14,12,"Sydney Cricket Ground, Sydney",https://www.nrl.com/draw/nrl-premiership/2022/round-7/dragons-v-roosters/
2022,7,MONDAY 25TH APRIL,FULL TIME,,Storm,Warriors,70,10,"AAMI Park, Melbourne",https://www.nrl.com/draw/nrl-premiership/2022/round-7/storm-v-warriors/
2022,8,THURSDAY 28TH APRIL,FULL TIME,,Broncos,Sharks,16,7,"Suncorp Stadium, Brisbane",https://www.nrl.com/draw/nrl-premiership/2022/round-8/broncos-v-sharks/
2022,8,FRIDAY 29TH APRIL,FULL TIME,,Titans,Panthers,4,18,"Cbus Super Stadium, Gold Coast",https://www.nrl.com/draw/nrl-premiership/2022/round-8/titans-v-panthers/
2022,8,FRIDAY 29TH APRIL,FULL TIME,,Rabbitohs,Sea Eagles,40,22,"Industree Group Stadium, Gosford",https://www.nrl.com/draw/nrl-premiership/2022/round-8/rabbitohs-v-sea-eagles/
2022,8,SATURDAY 30TH APRIL,FULL TIME,,Warriors,Raiders,21,20,"Kayo Stadium, Redcliffe",https://www.nrl.com/draw/nrl-premiership/2022/round-8/warriors-v-raiders/
2022,8,SATURDAY 30TH APRIL,FULL TIME,,Bulldogs,Roosters,16,12,"Accor Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2022/round-8/bulldogs-v-roosters/
2022,8,SATURDAY 30TH APRIL,FULL TIME,,Eels,Cowboys,4,35,"TIO Stadium, Darwin",https://www.nrl.com/draw/nrl-premiership/2022/round-8/eels-v-cowboys/
2022,8,SUNDAY 1ST MAY,FULL TIME,,Knights,Storm,2,50,"McDonald Jones Stadium, Newcastle",https://www.nrl.com/draw/nrl-premiership/2022/round-8/knights-v-storm/
2022,8,SUNDAY 1ST MAY,FULL TIME,,Dragons,Wests Tigers,12,6,"WIN Stadium, Wollongong",https://www.nrl.com/draw/nrl-premiership/2022/round-8/dragons-v-wests-tigers/
2022,9,THURSDAY 5TH MAY,FULL TIME,,Rabbitohs,Broncos,12,32,"Accor Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2022/round-9/rabbitohs-v-broncos/
2022,9,FRIDAY 6TH MAY,FULL TIME,,Raiders,Bulldogs,14,4,"GIO Stadium, Canberra",https://www.nrl.com/draw/nrl-premiership/2022/round-9/raiders-v-bulldogs/
2022,9,FRIDAY 6TH MAY,FULL TIME,,Panthers,Eels,20,22,"Penrith Park, Penrith",https://www.nrl.com/draw/nrl-premiership/2022/round-9/panthers-v-eels/
2022,9,SATURDAY 7TH MAY,FULL TIME,,Sea Eagles,Wests Tigers,36,22,"4 Pines Park, Sydney",https://www.nrl.com/draw/nrl-premiership/2022/round-9/sea-eagles-v-wests-tigers/
2022,9,SATURDAY 7TH MAY,FULL TIME,,Roosters,Titans,44,16,"BB Print Stadium, Mackay",https://www.nrl.com/draw/nrl-premiership/2022/round-9/roosters-v-titans/
2022,9,SATURDAY 7TH MAY,FULL TIME,,Cowboys,Knights,36,16,"Queensland Country Bank Stadium, Townsville",https://www.nrl.com/draw/nrl-premiership/2022/round-9/cowboys-v-knights/
2022,9,SUNDAY 8TH MAY,FULL TIME,,Storm,Dragons,42,6,"AAMI Park, Melbourne",https://www.nrl.com/draw/nrl-premiership/2022/round-9/storm-v-dragons/
2022,9,SUNDAY 8TH MAY,FULL TIME,,Sharks,Warriors,29,10,"PointsBet Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2022/round-9/sharks-v-warriors/
2022,10,FRIDAY 13TH MAY,FULL TIME,,Bulldogs,Knights,6,16,"Suncorp Stadium, Brisbane",https://www.nrl.com/draw/nrl-premiership/2022/round-10/bulldogs-v-knights/
2022,10,FRIDAY 13TH MAY,FULL TIME,,Sea Eagles,Broncos,0,38,"Suncorp Stadium, Brisbane",https://www.nrl.com/draw/nrl-premiership/2022/round-10/sea-eagles-v-broncos/
2022,10,SATURDAY 14TH MAY,FULL TIME,,Warriors,Rabbitohs,30,32,"Suncorp Stadium, Brisbane",https://www.nrl.com/draw/nrl-premiership/2022/round-10/warriors-v-rabbitohs/
2022,10,SATURDAY 14TH MAY,FULL TIME,,Titans,Dragons,20,16,"Suncorp Stadium, Brisbane",https://www.nrl.com/draw/nrl-premiership/2022/round-10/titans-v-dragons/
2022,10,SATURDAY 14TH MAY,FULL TIME,,Storm,Panthers,6,32,"Suncorp Stadium, Brisbane",https://www.nrl.com/draw/nrl-premiership/2022/round-10/storm-v-panthers/
2022,10,SUNDAY 15TH MAY,FULL TIME,,Sharks,Raiders,10,30,"Suncorp Stadium, Brisbane",https://www.nrl.com/draw/nrl-premiership/2022/round-10/sharks-v-raiders/
2022,10,SUNDAY 15TH MAY,FULL TIME,,Roosters,Eels,31,24,"Suncorp Stadium, Brisbane",https://www.nrl.com/draw/nrl-premiership/2022/round-10/roosters-v-eels/
2022,10,SUNDAY 15TH MAY,FULL TIME,,Wests Tigers,Cowboys,12,36,"Suncorp Stadium, Brisbane",https://www.nrl.com/draw/nrl-premiership/2022/round-10/wests-tigers-v-cowboys/
2022,11,THURSDAY 19TH MAY,FULL TIME,,Knights,Broncos,12,36,"McDonald Jones Stadium, Newcastle",https://www.nrl.com/draw/nrl-premiership/2022/round-11/knights-v-broncos/
2022,11,FRIDAY 20TH MAY,FULL TIME,,Wests Tigers,Bulldogs,36,22,"Leichhardt Oval, Sydney",https://www.nrl.com/draw/nrl-premiership/2022/round-11/wests-tigers-v-bulldogs/
2022,11,FRIDAY 20TH MAY,FULL TIME,,Eels,Sea Eagles,22,20,"CommBank Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2022/round-11/eels-v-sea-eagles/
2022,11,SATURDAY 21ST MAY,FULL TIME,,Dragons,Warriors,24,18,"Netstrata Jubilee Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2022/round-11/dragons-v-warriors/
2022,11,SATURDAY 21ST MAY,FULL TIME,,Cowboys,Storm,36,6,"Queensland Country Bank Stadium, Townsville",https://www.nrl.com/draw/nrl-premiership/2022/round-11/cowboys-v-storm/
2022,11,SATURDAY 21ST MAY,FULL TIME,,Roosters,Panthers,12,32,"Sydney Cricket Ground, Sydney",https://www.nrl.com/draw/nrl-premiership/2022/round-11/roosters-v-panthers/
2022,11,SUNDAY 22ND MAY,FULL TIME,,Rabbitohs,Raiders,12,32,"Apex Oval, Dubbo",https://www.nrl.com/draw/nrl-premiership/2022/round-11/rabbitohs-v-raiders/
2022,11,SUNDAY 22ND MAY,FULL TIME,,Titans,Sharks,18,25,"Cbus Super Stadium, Gold Coast",https://www.nrl.com/draw/nrl-premiership/2022/round-11/titans-v-sharks/
2022,12,THURSDAY 26TH MAY,FULL TIME,,Storm,Sea Eagles,28,8,"AAMI Park, Melbourne Home of the Wurundjeri People",https://www.nrl.com/draw/nrl-premiership/2022/round-12/storm-v-sea-eagles/
2022,12,FRIDAY 27TH MAY,FULL TIME,,Panthers,Cowboys,22,0,"Penrith Park, Penrith Home of the Dharug People",https://www.nrl.com/draw/nrl-premiership/2022/round-12/panthers-v-cowboys/
2022,12,FRIDAY 27TH MAY,FULL TIME,,Broncos,Titans,35,24,"Suncorp Stadium, Brisbane Home of the Yuggera & Turrbal Peoples",https://www.nrl.com/draw/nrl-premiership/2022/round-12/broncos-v-titans/
2022,12,SATURDAY 28TH MAY,FULL TIME,,Warriors,Knights,16,24,"Kayo Stadium, Redcliffe Home of the Yuggera, Jinibara, and Kabi Kabi Peoples",https://www.nrl.com/draw/nrl-premiership/2022/round-12/warriors-v-knights/
2022,12,SATURDAY 28TH MAY,FULL TIME,,Rabbitohs,Wests Tigers,44,18,"Accor Stadium, Sydney Home of the Burramattagal and Wann-gal Peoples",https://www.nrl.com/draw/nrl-premiership/2022/round-12/rabbitohs-v-wests-tigers/
2022,12,SATURDAY 28TH MAY,FULL TIME,,Sharks,Roosters,16,36,"PointsBet Stadium, Sydney Home of the Dharawal People",https://www.nrl.com/draw/nrl-premiership/2022/round-12/sharks-v-roosters/
2022,12,SUNDAY 29TH MAY,FULL TIME,,Bulldogs,Dragons,24,34,"Belmore Sports Ground, Sydney Home of the Dharug, Eora & Bediagal Peoples",https://www.nrl.com/draw/nrl-premiership/2022/round-12/bulldogs-v-dragons/
2022,12,SUNDAY 29TH MAY,FULL TIME,,Raiders,Eels,20,28,"GIO Stadium, Canberra Home of the Ngunnawal People",https://www.nrl.com/draw/nrl-premiership/2022/round-12/raiders-v-eels/
2022,13,THURSDAY 2ND JUNE,FULL TIME,,Titans,Cowboys,6,32,"Cbus Super Stadium, Gold Coast",https://www.nrl.com/draw/nrl-premiership/2022/round-13/titans-v-cowboys/
2022,13,FRIDAY 3RD JUNE,FULL TIME,,Panthers,Bulldogs,30,18,"Penrith Park, Penrith",https://www.nrl.com/draw/nrl-premiership/2022/round-13/panthers-v-bulldogs/
2022,13,SATURDAY 4TH JUNE,FULL TIME,,Sea Eagles,Warriors,44,12,"4 Pines Park, Sydney",https://www.nrl.com/draw/nrl-premiership/2022/round-13/sea-eagles-v-warriors/
2022,13,SUNDAY 5TH JUNE,FULL TIME,,Raiders,Roosters,22,16,"GIO Stadium, Canberra",https://www.nrl.com/draw/nrl-premiership/2022/round-13/raiders-v-roosters/
2022,14,FRIDAY 10TH JUNE,FULL TIME,,Cowboys,Dragons,31,12,"Queensland Country Bank Stadium, Townsville",https://www.nrl.com/draw/nrl-premiership/2022/round-14/cowboys-v-dragons/
2022,14,SATURDAY 11TH JUNE,FULL TIME,,Titans,Rabbitohs,16,30,"Cbus Super Stadium, Gold Coast",https://www.nrl.com/draw/nrl-premiership/2022/round-14/titans-v-rabbitohs/
2022,14,SATURDAY 11TH JUNE,FULL TIME,,Roosters,Storm,18,26,"Sydney Cricket Ground, Sydney",https://www.nrl.com/draw/nrl-premiership/2022/round-14/roosters-v-storm/
2022,14,SATURDAY 11TH JUNE,FULL TIME,,Broncos,Raiders,24,18,"Suncorp Stadium, Brisbane",https://www.nrl.com/draw/nrl-premiership/2022/round-14/broncos-v-raiders/
2022,14,SUNDAY 12TH JUNE,FULL TIME,,Wests Tigers,Sea Eagles,4,30,"Campbelltown Sports Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2022/round-14/wests-tigers-v-sea-eagles/
2022,14,SUNDAY 12TH JUNE,FULL TIME,,Knights,Panthers,6,42,"McDonald Jones Stadium, Newcastle",https://www.nrl.com/draw/nrl-premiership/2022/round-14/knights-v-panthers/
2022,14,SUNDAY 12TH JUNE,FULL TIME,,Warriors,Sharks,16,38,"Kayo Stadium, Redcliffe",https://www.nrl.com/draw/nrl-premiership/2022/round-14/warriors-v-sharks/
2022,14,MONDAY 13TH JUNE,FULL TIME,,Bulldogs,Eels,34,4,"Accor Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2022/round-14/bulldogs-v-eels/
2022,15,THURSDAY 16TH JUNE,FULL TIME,,Dragons,Rabbitohs,32,12,"WIN Stadium, Wollongong",https://www.nrl.com/draw/nrl-premiership/2022/round-15/dragons-v-rabbitohs/
2022,15,FRIDAY 17TH JUNE,FULL TIME,,Sea Eagles,Cowboys,26,28,"4 Pines Park, Sydney",https://www.nrl.com/draw/nrl-premiership/2022/round-15/sea-eagles-v-cowboys/
2022,15,FRIDAY 17TH JUNE,FULL TIME,,Storm,Broncos,32,20,"AAMI Park, Melbourne",https://www.nrl.com/draw/nrl-premiership/2022/round-15/storm-v-broncos/
2022,15,SATURDAY 18TH JUNE,FULL TIME,,Sharks,Titans,18,10,"C.ex Coffs International Stadium, Coffs Harbour",https://www.nrl.com/draw/nrl-premiership/2022/round-15/sharks-v-titans/
2022,15,SATURDAY 18TH JUNE,FULL TIME,,Warriors,Panthers,6,40,"Kayo Stadium, Redcliffe",https://www.nrl.com/draw/nrl-premiership/2022/round-15/warriors-v-panthers/
2022,15,SATURDAY 18TH JUNE,FULL TIME,,Eels,Roosters,26,16,"CommBank Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2022/round-15/eels-v-roosters/
2022,15,SUNDAY 19TH JUNE,FULL TIME,,Raiders,Knights,20,18,"GIO Stadium, Canberra",https://www.nrl.com/draw/nrl-premiership/2022/round-15/raiders-v-knights/
2022,15,SUNDAY 19TH JUNE,FULL TIME,,Bulldogs,Wests Tigers,36,12,"CommBank Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2022/round-15/bulldogs-v-wests-tigers/
2022,16,THURSDAY 30TH JUNE,FULL TIME,,Sea Eagles,Storm,36,30,"4 Pines Park, Sydney",https://www.nrl.com/draw/nrl-premiership/2022/round-16/sea-eagles-v-storm/
2022,16,FRIDAY 1ST JULY,FULL TIME,,Knights,Titans,38,12,"McDonald Jones Stadium, Newcastle",https://www.nrl.com/draw/nrl-premiership/2022/round-16/knights-v-titans/
2022,16,FRIDAY 1ST JULY,FULL TIME,,Panthers,Roosters,26,18,"Penrith Park, Penrith",https://www.nrl.com/draw/nrl-premiership/2022/round-16/panthers-v-roosters/
2022,16,SATURDAY 2ND JULY,FULL TIME,,Bulldogs,Sharks,6,18,"CommBank Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2022/round-16/bulldogs-v-sharks/
2022,16,SATURDAY 2ND JULY,FULL TIME,,Cowboys,Broncos,40,26,"Queensland Country Bank Stadium, Townsville",https://www.nrl.com/draw/nrl-premiership/2022/round-16/cowboys-v-broncos/
2022,16,SATURDAY 2ND JULY,FULL TIME,,Rabbitohs,Eels,30,12,"Accor Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2022/round-16/rabbitohs-v-eels/
2022,16,SUNDAY 3RD JULY,FULL TIME,,Warriors,Wests Tigers,22,2,"Go Media Stadium, Auckland",https://www.nrl.com/draw/nrl-premiership/2022/round-16/warriors-v-wests-tigers/
2022,16,SUNDAY 3RD JULY,FULL TIME,,Dragons,Raiders,12,10,"WIN Stadium, Wollongong",https://www.nrl.com/draw/nrl-premiership/2022/round-16/dragons-v-raiders/
2022,17,THURSDAY 7TH JULY,FULL TIME,,Sharks,Storm,28,6,"PointsBet Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2022/round-17/sharks-v-storm/
2022,17,FRIDAY 8TH JULY,FULL TIME,,Knights,Rabbitohs,28,40,"McDonald Jones Stadium, Newcastle",https://www.nrl.com/draw/nrl-premiership/2022/round-17/knights-v-rabbitohs/
2022,17,SATURDAY 9TH JULY,FULL TIME,,Wests Tigers,Eels,20,28,"Leichhardt Oval, Sydney",https://www.nrl.com/draw/nrl-premiership/2022/round-17/wests-tigers-v-eels/
2022,17,SUNDAY 10TH JULY,FULL TIME,,Broncos,Dragons,32,18,"Suncorp Stadium, Brisbane",https://www.nrl.com/draw/nrl-premiership/2022/round-17/broncos-v-dragons/
2022,18,FRIDAY 15TH JULY,FULL TIME,,Cowboys,Sharks,12,26,"Queensland Country Bank Stadium, Townsville",https://www.nrl.com/draw/nrl-premiership/2022/round-18/cowboys-v-sharks/
2022,18,FRIDAY 15TH JULY,FULL TIME,,Eels,Warriors,28,18,"CommBank Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2022/round-18/eels-v-warriors/
2022,18,SATURDAY 16TH JULY,FULL TIME,,Roosters,Dragons,54,26,"Industree Group Stadium, Gosford",https://www.nrl.com/draw/nrl-premiership/2022/round-18/roosters-v-dragons/
2022,18,SATURDAY 16TH JULY,FULL TIME,,Sea Eagles,Knights,42,12,"4 Pines Park, Sydney",https://www.nrl.com/draw/nrl-premiership/2022/round-18/sea-eagles-v-knights/
2022,18,SATURDAY 16TH JULY,FULL TIME,,Titans,Broncos,12,16,"Cbus Super Stadium, Gold Coast",https://www.nrl.com/draw/nrl-premiership/2022/round-18/titans-v-broncos/
2022,18,SUNDAY 17TH JULY,FULL TIME,,Wests Tigers,Panthers,16,18,"CommBank Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2022/round-18/wests-tigers-v-panthers/
2022,18,SUNDAY 17TH JULY,FULL TIME,,Storm,Raiders,16,20,"AAMI Park, Melbourne",https://www.nrl.com/draw/nrl-premiership/2022/round-18/storm-v-raiders/
2022,18,SUNDAY 17TH JULY,FULL TIME,,Bulldogs,Rabbitohs,28,36,"Accor Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2022/round-18/bulldogs-v-rabbitohs/
2022,19,THURSDAY 21ST JULY,FULL TIME,,Eels,Broncos,14,36,"CommBank Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2022/round-19/eels-v-broncos/
2022,19,FRIDAY 22ND JULY,FULL TIME,,Dragons,Sea Eagles,20,6,"Netstrata Jubilee Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2022/round-19/dragons-v-sea-eagles/
2022,19,FRIDAY 22ND JULY,FULL TIME,,Knights,Roosters,12,42,"McDonald Jones Stadium, Newcastle",https://www.nrl.com/draw/nrl-premiership/2022/round-19/knights-v-roosters/
