season,round,date_header,status,kickoff_local,home_team,away_team,home_score,away_score,venue,match_href
2023,4,SUNDAY 26TH MARCH,FULL TIME,,Knights,Raiders,24,14,"McDonald Jones Stadium, Newcastle",https://www.nrl.com/draw/nrl-premiership/2023/round-4/knights-v-raiders/
2023,4,SUNDAY 26TH MARCH,FULL TIME,,Dragons,Sharks,8,40,"Netstrata Jubilee Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-4/dragons-v-sharks/
2023,5,THURSDAY 30TH MARCH,FULL TIME,,Roosters,Eels,28,20,"Allianz Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-5/roosters-v-eels/
2023,5,FRIDAY 31ST MARCH,FULL TIME,,Raiders,Panthers,12,53,"GIO Stadium, Canberra",https://www.nrl.com/draw/nrl-premiership/2023/round-5/raiders-v-panthers/
2023,5,FRIDAY 31ST MARCH,FULL TIME,,Rabbitohs,Storm,10,18,"Accor Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-5/rabbitohs-v-storm/
2023,5,SATURDAY 1ST APRIL,FULL TIME,,Sea Eagles,Knights,32,32,"Glen Willow Oval, Mudgee",https://www.nrl.com/draw/nrl-premiership/2023/round-5/sea-eagles-v-knights/
2023,5,SATURDAY 1ST APRIL,FULL TIME,,Dragons,Dolphins,38,12,"WIN Stadium, Wollongong",https://www.nrl.com/draw/nrl-premiership/2023/round-5/dragons-v-dolphins/
2023,5,SATURDAY 1ST APRIL,FULL TIME,,Broncos,Wests Tigers,46,12,"Suncorp Stadium, Brisbane",https://www.nrl.com/draw/nrl-premiership/2023/round-5/broncos-v-wests-tigers/
2023,5,SUNDAY 2ND APRIL,FULL TIME,,Sharks,Warriors,30,32,"PointsBet Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-5/sharks-v-warriors/
2023,5,SUNDAY 2ND APRIL,FULL TIME,,Bulldogs,Cowboys,15,14,"Accor Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-5/bulldogs-v-cowboys/
2023,6,THURSDAY 6TH APRIL,FULL TIME,,Storm,Roosters,28,8,"AAMI Park, Melbourne",https://www.nrl.com/draw/nrl-premiership/2023/round-6/storm-v-roosters/
2023,6,FRIDAY 7TH APRIL,FULL TIME,,Bulldogs,Rabbitohs,16,50,"Accor Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-6/bulldogs-v-rabbitohs/
2023,6,FRIDAY 7TH APRIL,FULL TIME,,Cowboys,Dolphins,22,32,"Queensland Country Bank Stadium, Townsville",https://www.nrl.com/draw/nrl-premiership/2023/round-6/cowboys-v-dolphins/
2023,6,SATURDAY 8TH APRIL,FULL TIME,,Panthers,Sea Eagles,44,12,"BlueBet Stadium, Penrith",https://www.nrl.com/draw/nrl-premiership/2023/round-6/panthers-v-sea-eagles/
2023,6,SATURDAY 8TH APRIL,FULL TIME,,Broncos,Raiders,14,20,"Suncorp Stadium, Brisbane",https://www.nrl.com/draw/nrl-premiership/2023/round-6/broncos-v-raiders/
2023,6,SUNDAY 9TH APRIL,FULL TIME,,Titans,Dragons,20,18,"Cbus Super Stadium, Gold Coast",https://www.nrl.com/draw/nrl-premiership/2023/round-6/titans-v-dragons/
2023,6,SUNDAY 9TH APRIL,FULL TIME,,Knights,Warriors,34,24,"McDonald Jones Stadium, Newcastle",https://www.nrl.com/draw/nrl-premiership/2023/round-6/knights-v-warriors/
2023,6,MONDAY 10TH APRIL,FULL TIME,,Wests Tigers,Eels,22,28,"Accor Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-6/wests-tigers-v-eels/
2023,7,THURSDAY 13TH APRIL,FULL TIME,,Dolphins,Rabbitohs,14,36,"Suncorp Stadium, Brisbane",https://www.nrl.com/draw/nrl-premiership/2023/round-7/dolphins-v-rabbitohs/
2023,7,FRIDAY 14TH APRIL,FULL TIME,,Sharks,Roosters,22,12,"PointsBet Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-7/sharks-v-roosters/
2023,7,FRIDAY 14TH APRIL,FULL TIME,,Sea Eagles,Storm,18,8,"4 Pines Park, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-7/sea-eagles-v-storm/
2023,7,SATURDAY 15TH APRIL,FULL TIME,,Warriors,Cowboys,22,14,"Go Media Stadium, Auckland",https://www.nrl.com/draw/nrl-premiership/2023/round-7/warriors-v-cowboys/
2023,7,SATURDAY 15TH APRIL,FULL TIME,,Knights,Panthers,15,16,"McDonald Jones Stadium, Newcastle",https://www.nrl.com/draw/nrl-premiership/2023/round-7/knights-v-panthers/
2023,7,SATURDAY 15TH APRIL,FULL TIME,,Titans,Broncos,26,43,"Cbus Super Stadium, Gold Coast",https://www.nrl.com/draw/nrl-premiership/2023/round-7/titans-v-broncos/
2023,7,SUNDAY 16TH APRIL,FULL TIME,,Raiders,Dragons,20,14,"GIO Stadium, Canberra",https://www.nrl.com/draw/nrl-premiership/2023/round-7/raiders-v-dragons/
2023,7,SUNDAY 16TH APRIL,FULL TIME,,Eels,Bulldogs,30,4,"CommBank Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-7/eels-v-bulldogs/
2023,8,THURSDAY 20TH APRIL,FULL TIME,,Rabbitohs,Panthers,20,18,"Accor Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-8/rabbitohs-v-panthers/
2023,8,FRIDAY 21ST APRIL,FULL TIME,,Eels,Broncos,16,26,"TIO Stadium, Darwin",https://www.nrl.com/draw/nrl-premiership/2023/round-8/eels-v-broncos/
2023,8,SATURDAY 22ND APRIL,FULL TIME,,Bulldogs,Sharks,20,33,"Accor Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-8/bulldogs-v-sharks/
2023,8,SATURDAY 22ND APRIL,FULL TIME,,Cowboys,Knights,18,16,"Queensland Country Bank Stadium, Townsville",https://www.nrl.com/draw/nrl-premiership/2023/round-8/cowboys-v-knights/
2023,8,SUNDAY 23RD APRIL,FULL TIME,,Dolphins,Titans,28,26,"Suncorp Stadium, Brisbane",https://www.nrl.com/draw/nrl-premiership/2023/round-8/dolphins-v-titans/
2023,8,SUNDAY 23RD APRIL,FULL TIME,,Wests Tigers,Sea Eagles,16,22,"Campbelltown Sports Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-8/wests-tigers-v-sea-eagles/
2023,8,TUESDAY 25TH APRIL,FULL TIME,,Roosters,Dragons,27,26,"Allianz Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-8/roosters-v-dragons/
2023,8,TUESDAY 25TH APRIL,FULL TIME,,Storm,Warriors,30,22,"AAMI Park, Melbourne",https://www.nrl.com/draw/nrl-premiership/2023/round-8/storm-v-warriors/
2023,9,THURSDAY 27TH APRIL,FULL TIME,,Sharks,Cowboys,44,6,"PointsBet Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-9/sharks-v-cowboys/
2023,9,FRIDAY 28TH APRIL,FULL TIME,,Eels,Knights,43,12,"CommBank Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-9/eels-v-knights/
2023,9,FRIDAY 28TH APRIL,FULL TIME,,Broncos,Rabbitohs,6,32,"Suncorp Stadium, Brisbane",https://www.nrl.com/draw/nrl-premiership/2023/round-9/broncos-v-rabbitohs/
2023,9,SATURDAY 29TH APRIL,FULL TIME,,Raiders,Dolphins,31,30,"McDonalds Park, Wagga Wagga",https://www.nrl.com/draw/nrl-premiership/2023/round-9/raiders-v-dolphins/
2023,9,SATURDAY 29TH APRIL,FULL TIME,,Sea Eagles,Titans,10,26,"4 Pines Park, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-9/sea-eagles-v-titans/
2023,9,SATURDAY 29TH APRIL,FULL TIME,,Panthers,Wests Tigers,8,12,"Carrington Park, Bathurst",https://www.nrl.com/draw/nrl-premiership/2023/round-9/panthers-v-wests-tigers/
2023,9,SUNDAY 30TH APRIL,FULL TIME,,Warriors,Roosters,0,14,"Go Media Stadium, Auckland",https://www.nrl.com/draw/nrl-premiership/2023/round-9/warriors-v-roosters/
2023,9,SUNDAY 30TH APRIL,FULL TIME,,Dragons,Bulldogs,16,18,"WIN Stadium, Wollongong",https://www.nrl.com/draw/nrl-premiership/2023/round-9/dragons-v-bulldogs/
2023,10,FRIDAY 5TH MAY,FULL TIME,,Bulldogs,Raiders,30,34,"Suncorp Stadium, Brisbane",https://www.nrl.com/draw/nrl-premiership/2023/round-10/bulldogs-v-raiders/
2023,10,FRIDAY 5TH MAY,FULL TIME,,Sea Eagles,Broncos,6,32,"Suncorp Stadium, Brisbane",https://www.nrl.com/draw/nrl-premiership/2023/round-10/sea-eagles-v-broncos/
2023,10,SATURDAY 6TH MAY,FULL TIME,,Warriors,Panthers,6,18,"Suncorp Stadium, Brisbane",https://www.nrl.com/draw/nrl-premiership/2023/round-10/warriors-v-panthers/
2023,10,SATURDAY 6TH MAY,FULL TIME,,Sharks,Dolphins,16,36,"Suncorp Stadium, Brisbane",https://www.nrl.com/draw/nrl-premiership/2023/round-10/sharks-v-dolphins/
2023,10,SATURDAY 6TH MAY,FULL TIME,,Storm,Rabbitohs,12,28,"Suncorp Stadium, Brisbane",https://www.nrl.com/draw/nrl-premiership/2023/round-10/storm-v-rabbitohs/
2023,10,SUNDAY 7TH MAY,FULL TIME,,Wests Tigers,Dragons,18,16,"Suncorp Stadium, Brisbane",https://www.nrl.com/draw/nrl-premiership/2023/round-10/wests-tigers-v-dragons/
2023,10,SUNDAY 7TH MAY,FULL TIME,,Roosters,Cowboys,6,20,"Suncorp Stadium, Brisbane",https://www.nrl.com/draw/nrl-premiership/2023/round-10/roosters-v-cowboys/
2023,10,SUNDAY 7TH MAY,FULL TIME,,Titans,Eels,26,24,"Suncorp Stadium, Brisbane",https://www.nrl.com/draw/nrl-premiership/2023/round-10/titans-v-eels/
2023,11,THURSDAY 11TH MAY,FULL TIME,,Storm,Broncos,24,16,"AAMI Park, Melbourne",https://www.nrl.com/draw/nrl-premiership/2023/round-11/storm-v-broncos/
2023,11,FRIDAY 12TH MAY,FULL TIME,,Bulldogs,Warriors,12,24,"Accor Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-11/bulldogs-v-warriors/
2023,11,FRIDAY 12TH MAY,FULL TIME,,Panthers,Roosters,48,4,"BlueBet Stadium, Penrith",https://www.nrl.com/draw/nrl-premiership/2023/round-11/panthers-v-roosters/
2023,11,SATURDAY 13TH MAY,FULL TIME,,Rabbitohs,Wests Tigers,20,0,"Accor Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-11/rabbitohs-v-wests-tigers/
2023,11,SATURDAY 13TH MAY,FULL TIME,,Cowboys,Dragons,42,22,"Queensland Country Bank Stadium, Townsville",https://www.nrl.com/draw/nrl-premiership/2023/round-11/cowboys-v-dragons/
2023,11,SATURDAY 13TH MAY,FULL TIME,,Raiders,Eels,26,18,"GIO Stadium, Canberra",https://www.nrl.com/draw/nrl-premiership/2023/round-11/raiders-v-eels/
2023,11,SUNDAY 14TH MAY,FULL TIME,,Knights,Titans,46,26,"McDonald Jones Stadium, Newcastle",https://www.nrl.com/draw/nrl-premiership/2023/round-11/knights-v-titans/
2023,11,SUNDAY 14TH MAY,FULL TIME,,Sea Eagles,Sharks,14,20,"4 Pines Park, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-11/sea-eagles-v-sharks/
2023,12,THURSDAY 18TH MAY,FULL TIME,,Broncos,Panthers,4,15,"Suncorp Stadium, Brisbane Home of the Yuggera & Turrbal Peoples",https://www.nrl.com/draw/nrl-premiership/2023/round-12/broncos-v-panthers/
2023,12,FRIDAY 19TH MAY,FULL TIME,,Dragons,Roosters,24,22,"Netstrata Jubilee Stadium, Sydney Home of the Bidjigal and Bediagal Peoples",https://www.nrl.com/draw/nrl-premiership/2023/round-12/dragons-v-roosters/
2023,12,FRIDAY 19TH MAY,FULL TIME,,Rabbitohs,Eels,16,36,"Allianz Stadium, Sydney Home of the Gadigal and Bidjigal Peoples",https://www.nrl.com/draw/nrl-premiership/2023/round-12/rabbitohs-v-eels/
2023,12,SATURDAY 20TH MAY,FULL TIME,,Sharks,Knights,26,6,"C.ex Coffs International Stadium, Coffs Harbour Home of the Gumbaynggirr People",https://www.nrl.com/draw/nrl-premiership/2023/round-12/sharks-v-knights/
2023,12,SATURDAY 20TH MAY,FULL TIME,,Wests Tigers,Cowboys,66,18,"Leichhardt Oval, Sydney Home of the Wann-gal People",https://www.nrl.com/draw/nrl-premiership/2023/round-12/wests-tigers-v-cowboys/
2023,12,SATURDAY 20TH MAY,FULL TIME,,Dolphins,Storm,16,24,"Suncorp Stadium, Brisbane Home of the Yuggera & Turrbal Peoples",https://www.nrl.com/draw/nrl-premiership/2023/round-12/dolphins-v-storm/
2023,12,SUNDAY 21ST MAY,FULL TIME,,Bulldogs,Titans,20,18,"Accor Stadium, Sydney Home of the Burramattagal and Wann-gal Peoples",https://www.nrl.com/draw/nrl-premiership/2023/round-12/bulldogs-v-titans/
2023,12,SUNDAY 21ST MAY,FULL TIME,,Raiders,Sea Eagles,14,42,"GIO Stadium, Canberra Home of the Ngunnawal People",https://www.nrl.com/draw/nrl-premiership/2023/round-12/raiders-v-sea-eagles/
2023,13,THURSDAY 25TH MAY,FULL TIME,,Dolphins,Dragons,26,12,"Kayo Stadium, Redcliffe",https://www.nrl.com/draw/nrl-premiership/2023/round-13/dolphins-v-dragons/
2023,13,FRIDAY 26TH MAY,FULL TIME,,Eels,Cowboys,24,16,"CommBank Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-13/eels-v-cowboys/
2023,13,SATURDAY 27TH MAY,FULL TIME,,Warriors,Broncos,22,26,"McLean Park, Napier",https://www.nrl.com/draw/nrl-premiership/2023/round-13/warriors-v-broncos/
2023,13,SATURDAY 27TH MAY,FULL TIME,,Rabbitohs,Raiders,26,33,"Accor Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-13/rabbitohs-v-raiders/
2023,13,SUNDAY 28TH MAY,FULL TIME,,Knights,Sea Eagles,28,18,"McDonald Jones Stadium, Newcastle",https://www.nrl.com/draw/nrl-premiership/2023/round-13/knights-v-sea-eagles/
2023,14,FRIDAY 2ND JUNE,FULL TIME,,Wests Tigers,Raiders,19,20,"Campbelltown Sports Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-14/wests-tigers-v-raiders/
2023,14,SATURDAY 3RD JUNE,FULL TIME,,Warriors,Dolphins,30,8,"Go Media Stadium, Auckland",https://www.nrl.com/draw/nrl-premiership/2023/round-14/warriors-v-dolphins/
2023,14,SATURDAY 3RD JUNE,FULL TIME,,Titans,Rabbitohs,28,46,"Cbus Super Stadium, Gold Coast",https://www.nrl.com/draw/nrl-premiership/2023/round-14/titans-v-rabbitohs/
2023,14,SATURDAY 3RD JUNE,FULL TIME,,Sharks,Broncos,12,20,"PointsBet Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-14/sharks-v-broncos/
2023,14,SUNDAY 4TH JUNE,FULL TIME,,Roosters,Bulldogs,25,24,"Industree Group Stadium, Gosford",https://www.nrl.com/draw/nrl-premiership/2023/round-14/roosters-v-bulldogs/
2023,14,SUNDAY 4TH JUNE,FULL TIME,,Cowboys,Storm,45,20,"Queensland Country Bank Stadium, Townsville",https://www.nrl.com/draw/nrl-premiership/2023/round-14/cowboys-v-storm/
2023,14,SUNDAY 4TH JUNE,FULL TIME,,Panthers,Dragons,26,18,"BlueBet Stadium, Penrith",https://www.nrl.com/draw/nrl-premiership/2023/round-14/panthers-v-dragons/
2023,15,THURSDAY 8TH JUNE,FULL TIME,,Titans,Wests Tigers,28,12,"Cbus Super Stadium, Gold Coast",https://www.nrl.com/draw/nrl-premiership/2023/round-15/titans-v-wests-tigers/
2023,15,FRIDAY 9TH JUNE,FULL TIME,,Raiders,Warriors,14,36,"GIO Stadium, Canberra",https://www.nrl.com/draw/nrl-premiership/2023/round-15/raiders-v-warriors/
2023,15,FRIDAY 9TH JUNE,FULL TIME,,Sea Eagles,Dolphins,58,18,"4 Pines Park, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-15/sea-eagles-v-dolphins/
2023,15,SATURDAY 10TH JUNE,FULL TIME,,Dragons,Rabbitohs,36,30,"Netstrata Jubilee Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-15/dragons-v-rabbitohs/
2023,15,SATURDAY 10TH JUNE,FULL TIME,,Broncos,Knights,24,20,"Suncorp Stadium, Brisbane",https://www.nrl.com/draw/nrl-premiership/2023/round-15/broncos-v-knights/
2023,15,SATURDAY 10TH JUNE,FULL TIME,,Roosters,Panthers,6,30,"Allianz Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-15/roosters-v-panthers/
2023,15,SUNDAY 11TH JUNE,FULL TIME,,Storm,Sharks,54,10,"AAMI Park, Melbourne",https://www.nrl.com/draw/nrl-premiership/2023/round-15/storm-v-sharks/
2023,15,MONDAY 12TH JUNE,FULL TIME,,Bulldogs,Eels,12,34,"Accor Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-15/bulldogs-v-eels/
2023,16,FRIDAY 16TH JUNE,FULL TIME,,Cowboys,Panthers,27,23,"Queensland Country Bank Stadium, Townsville",https://www.nrl.com/draw/nrl-premiership/2023/round-16/cowboys-v-panthers/
2023,16,SATURDAY 17TH JUNE,FULL TIME,,Knights,Roosters,16,18,"McDonald Jones Stadium, Newcastle",https://www.nrl.com/draw/nrl-premiership/2023/round-16/knights-v-roosters/
2023,16,SATURDAY 17TH JUNE,FULL TIME,,Eels,Sea Eagles,34,4,"CommBank Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-16/eels-v-sea-eagles/
2023,16,SATURDAY 17TH JUNE,FULL TIME,,Wests Tigers,Storm,6,28,"Campbelltown Sports Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-16/wests-tigers-v-storm/
2023,16,SUNDAY 18TH JUNE,FULL TIME,,Sharks,Bulldogs,48,10,"PointsBet Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-16/sharks-v-bulldogs/
2023,17,FRIDAY 23RD JUNE,FULL TIME,,Dragons,Warriors,18,48,"WIN Stadium, Wollongong",https://www.nrl.com/draw/nrl-premiership/2023/round-17/dragons-v-warriors/
2023,17,SATURDAY 24TH JUNE,FULL TIME,,Dolphins,Eels,20,48,"Sunshine Coast Stadium, Sunshine Coast",https://www.nrl.com/draw/nrl-premiership/2023/round-17/dolphins-v-eels/
2023,17,SATURDAY 24TH JUNE,FULL TIME,,Panthers,Knights,20,12,"BlueBet Stadium, Penrith",https://www.nrl.com/draw/nrl-premiership/2023/round-17/panthers-v-knights/
2023,17,SATURDAY 24TH JUNE,FULL TIME,,Storm,Sea Eagles,24,6,"AAMI Park, Melbourne",https://www.nrl.com/draw/nrl-premiership/2023/round-17/storm-v-sea-eagles/
2023,17,SUNDAY 25TH JUNE,FULL TIME,,Broncos,Titans,12,18,"Suncorp Stadium, Brisbane",https://www.nrl.com/draw/nrl-premiership/2023/round-17/broncos-v-titans/
2023,17,SUNDAY 25TH JUNE,FULL TIME,,Rabbitohs,Cowboys,6,31,"Accor Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-17/rabbitohs-v-cowboys/
2023,17,SUNDAY 25TH JUNE,FULL TIME,,Roosters,Raiders,18,20,"Allianz Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-17/roosters-v-raiders/
2023,18,THURSDAY 29TH JUNE,FULL TIME,,Sharks,Dragons,52,16,"PointsBet Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-18/sharks-v-dragons/
2023,18,FRIDAY 30TH JUNE,FULL TIME,,Warriors,Rabbitohs,6,28,"Go Media Stadium, Auckland",https://www.nrl.com/draw/nrl-premiership/2023/round-18/warriors-v-rabbitohs/
2023,18,FRIDAY 30TH JUNE,FULL TIME,,Storm,Panthers,16,34,"Marvel Stadium, Melbourne",https://www.nrl.com/draw/nrl-premiership/2023/round-18/storm-v-panthers/
2023,18,SATURDAY 1ST JULY,FULL TIME,,Raiders,Titans,26,22,"GIO Stadium, Canberra",https://www.nrl.com/draw/nrl-premiership/2023/round-18/raiders-v-titans/
2023,18,SATURDAY 1ST JULY,FULL TIME,,Cowboys,Wests Tigers,74,0,"Queensland Country Bank Stadium, Townsville",https://www.nrl.com/draw/nrl-premiership/2023/round-18/cowboys-v-wests-tigers/
2023,18,SATURDAY 1ST JULY,FULL TIME,,Broncos,Dolphins,24,16,"The Gabba, Brisbane",https://www.nrl.com/draw/nrl-premiership/2023/round-18/broncos-v-dolphins/
2023,18,SUNDAY 2ND JULY,FULL TIME,,Bulldogs,Knights,0,66,"Accor Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-18/bulldogs-v-knights/
2023,18,SUNDAY 2ND JULY,FULL TIME,,Sea Eagles,Roosters,18,16,"4 Pines Park, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-18/sea-eagles-v-roosters/
2023,19,THURSDAY 6TH JULY,FULL TIME,,Wests Tigers,Sharks,12,36,"CommBank Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-19/wests-tigers-v-sharks/
2023,19,FRIDAY 7TH JULY,FULL TIME,,Dragons,Raiders,26,36,"WIN Stadium, Wollongong",https://www.nrl.com/draw/nrl-premiership/2023/round-19/dragons-v-raiders/
2023,19,SATURDAY 8TH JULY,FULL TIME,,Eels,Warriors,10,46,"CommBank Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-19/eels-v-warriors/
