season,round,date_header,status,kickoff_local,home_team,away_team,home_score,away_score,venue,match_href
2023,19,SATURDAY 8TH JULY,FULL TIME,,Rabbitohs,Bulldogs,32,36,"Accor Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-19/rabbitohs-v-bulldogs/
2023,19,SUNDAY 9TH JULY,FULL TIME,,Titans,Dolphins,21,23,"Cbus Super Stadium, Gold Coast",https://www.nrl.com/draw/nrl-premiership/2023/round-19/titans-v-dolphins/
2023,20,FRIDAY 14TH JULY,FULL TIME,,Knights,Wests Tigers,34,18,"McDonald Jones Stadium, Newcastle",https://www.nrl.com/draw/nrl-premiership/2023/round-20/knights-v-wests-tigers/
2023,20,SATURDAY 15TH JULY,FULL TIME,,Bulldogs,Broncos,24,44,"Belmore Sports Ground, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-20/bulldogs-v-broncos/
2023,20,SATURDAY 15TH JULY,FULL TIME,,Sea Eagles,Cowboys,8,19,"4 Pines Park, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-20/sea-eagles-v-cowboys/
2023,20,SATURDAY 15TH JULY,FULL TIME,,Roosters,Storm,16,30,"Sydney Cricket Ground, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-20/roosters-v-storm/
2023,20,SUNDAY 16TH JULY,FULL TIME,,Warriors,Sharks,44,12,"Go Media Stadium, Auckland",https://www.nrl.com/draw/nrl-premiership/2023/round-20/warriors-v-sharks/
2023,20,SUNDAY 16TH JULY,FULL TIME,,Dolphins,Panthers,14,24,"Kayo Stadium, Redcliffe",https://www.nrl.com/draw/nrl-premiership/2023/round-20/dolphins-v-panthers/
2023,20,SUNDAY 16TH JULY,FULL TIME,,Eels,Titans,25,24,"CommBank Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-20/eels-v-titans/
2023,21,THURSDAY 20TH JULY,FULL TIME,,Dragons,Wests Tigers,18,14,"WIN Stadium, Wollongong",https://www.nrl.com/draw/nrl-premiership/2023/round-21/dragons-v-wests-tigers/
2023,21,FRIDAY 21ST JULY,FULL TIME,,Warriors,Raiders,21,20,"Go Media Stadium, Auckland",https://www.nrl.com/draw/nrl-premiership/2023/round-21/warriors-v-raiders/
2023,21,FRIDAY 21ST JULY,FULL TIME,,Rabbitohs,Broncos,20,36,"Sunshine Coast Stadium, Sunshine Coast",https://www.nrl.com/draw/nrl-premiership/2023/round-21/rabbitohs-v-broncos/
2023,21,SATURDAY 22ND JULY,FULL TIME,,Titans,Roosters,18,36,"Cbus Super Stadium, Gold Coast",https://www.nrl.com/draw/nrl-premiership/2023/round-21/titans-v-roosters/
2023,21,SATURDAY 22ND JULY,FULL TIME,,Knights,Storm,26,18,"McDonald Jones Stadium, Newcastle",https://www.nrl.com/draw/nrl-premiership/2023/round-21/knights-v-storm/
2023,21,SATURDAY 22ND JULY,FULL TIME,,Cowboys,Eels,24,16,"Queensland Country Bank Stadium, Townsville",https://www.nrl.com/draw/nrl-premiership/2023/round-21/cowboys-v-eels/
2023,21,SUNDAY 23RD JULY,FULL TIME,,Panthers,Bulldogs,44,18,"BlueBet Stadium, Penrith",https://www.nrl.com/draw/nrl-premiership/2023/round-21/panthers-v-bulldogs/
2023,21,SUNDAY 23RD JULY,FULL TIME,,Sharks,Sea Eagles,26,30,"PointsBet Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-21/sharks-v-sea-eagles/
2023,22,THURSDAY 27TH JULY,FULL TIME,,Broncos,Roosters,32,10,"The Gabba, Brisbane",https://www.nrl.com/draw/nrl-premiership/2023/round-22/broncos-v-roosters/
2023,22,FRIDAY 28TH JULY,FULL TIME,,Wests Tigers,Rabbitohs,18,32,"Scully Park, Tamworth",https://www.nrl.com/draw/nrl-premiership/2023/round-22/wests-tigers-v-rabbitohs/
2023,22,FRIDAY 28TH JULY,FULL TIME,,Storm,Eels,46,16,"Marvel Stadium, Melbourne",https://www.nrl.com/draw/nrl-premiership/2023/round-22/storm-v-eels/
2023,22,SATURDAY 29TH JULY,FULL TIME,,Raiders,Knights,6,28,"GIO Stadium, Canberra",https://www.nrl.com/draw/nrl-premiership/2023/round-22/raiders-v-knights/
2023,22,SATURDAY 29TH JULY,FULL TIME,,Dragons,Sea Eagles,18,24,"WIN Stadium, Wollongong",https://www.nrl.com/draw/nrl-premiership/2023/round-22/dragons-v-sea-eagles/
2023,22,SATURDAY 29TH JULY,FULL TIME,,Panthers,Sharks,28,0,"BlueBet Stadium, Penrith",https://www.nrl.com/draw/nrl-premiership/2023/round-22/panthers-v-sharks/
2023,22,SUNDAY 30TH JULY,FULL TIME,,Bulldogs,Dolphins,23,22,"Salter Oval, Bundaberg",https://www.nrl.com/draw/nrl-premiership/2023/round-22/bulldogs-v-dolphins/
2023,22,SUNDAY 30TH JULY,FULL TIME,,Titans,Cowboys,22,13,"Cbus Super Stadium, Gold Coast",https://www.nrl.com/draw/nrl-premiership/2023/round-22/titans-v-cowboys/
2023,23,THURSDAY 3RD AUGUST,FULL TIME,,Roosters,Sea Eagles,26,16,"Sydney Cricket Ground, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-23/roosters-v-sea-eagles/
2023,23,FRIDAY 4TH AUGUST,FULL TIME,,Titans,Warriors,18,28,"Cbus Super Stadium, Gold Coast",https://www.nrl.com/draw/nrl-premiership/2023/round-23/titans-v-warriors/
2023,23,FRIDAY 4TH AUGUST,FULL TIME,,Panthers,Storm,26,6,"BlueBet Stadium, Penrith",https://www.nrl.com/draw/nrl-premiership/2023/round-23/panthers-v-storm/
2023,23,SATURDAY 5TH AUGUST,FULL TIME,,Cowboys,Broncos,14,30,"Queensland Country Bank Stadium, Townsville",https://www.nrl.com/draw/nrl-premiership/2023/round-23/cowboys-v-broncos/
2023,23,SATURDAY 5TH AUGUST,FULL TIME,,Dolphins,Knights,28,30,"Optus Stadium, Perth",https://www.nrl.com/draw/nrl-premiership/2023/round-23/dolphins-v-knights/
2023,23,SATURDAY 5TH AUGUST,FULL TIME,,Rabbitohs,Sharks,16,26,"Optus Stadium, Perth",https://www.nrl.com/draw/nrl-premiership/2023/round-23/rabbitohs-v-sharks/
2023,23,SUNDAY 6TH AUGUST,FULL TIME,,Eels,Dragons,26,20,"CommBank Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-23/eels-v-dragons/
2023,23,SUNDAY 6TH AUGUST,FULL TIME,,Raiders,Wests Tigers,22,18,"GIO Stadium, Canberra",https://www.nrl.com/draw/nrl-premiership/2023/round-23/raiders-v-wests-tigers/
2023,24,THURSDAY 10TH AUGUST,FULL TIME,,Sea Eagles,Panthers,12,24,"4 Pines Park, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-24/sea-eagles-v-panthers/
2023,24,FRIDAY 11TH AUGUST,FULL TIME,,Sharks,Titans,36,6,"PointsBet Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-24/sharks-v-titans/
2023,24,FRIDAY 11TH AUGUST,FULL TIME,,Broncos,Eels,54,10,"The Gabba, Brisbane",https://www.nrl.com/draw/nrl-premiership/2023/round-24/broncos-v-eels/
2023,24,SATURDAY 12TH AUGUST,FULL TIME,,Rabbitohs,Dragons,26,14,"Barlow Park, Cairns",https://www.nrl.com/draw/nrl-premiership/2023/round-24/rabbitohs-v-dragons/
2023,24,SATURDAY 12TH AUGUST,FULL TIME,,Wests Tigers,Warriors,22,30,"FMG Stadium Waikato, Hamilton",https://www.nrl.com/draw/nrl-premiership/2023/round-24/wests-tigers-v-warriors/
2023,24,SATURDAY 12TH AUGUST,FULL TIME,,Roosters,Dolphins,30,14,"Allianz Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-24/roosters-v-dolphins/
2023,24,SUNDAY 13TH AUGUST,FULL TIME,,Storm,Raiders,48,2,"AAMI Park, Melbourne",https://www.nrl.com/draw/nrl-premiership/2023/round-24/storm-v-raiders/
2023,24,SUNDAY 13TH AUGUST,FULL TIME,,Knights,Bulldogs,42,6,"McDonald Jones Stadium, Newcastle",https://www.nrl.com/draw/nrl-premiership/2023/round-24/knights-v-bulldogs/
2023,25,THURSDAY 17TH AUGUST,FULL TIME,,Cowboys,Sharks,12,32,"Queensland Country Bank Stadium, Townsville",https://www.nrl.com/draw/nrl-premiership/2023/round-25/cowboys-v-sharks/
2023,25,FRIDAY 18TH AUGUST,FULL TIME,,Warriors,Sea Eagles,29,22,"Go Media Stadium, Auckland",https://www.nrl.com/draw/nrl-premiership/2023/round-25/warriors-v-sea-eagles/
2023,25,FRIDAY 18TH AUGUST,FULL TIME,,Eels,Roosters,12,34,"CommBank Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-25/eels-v-roosters/
2023,25,SATURDAY 19TH AUGUST,FULL TIME,,Wests Tigers,Dolphins,24,23,"CommBank Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-25/wests-tigers-v-dolphins/
2023,25,SATURDAY 19TH AUGUST,FULL TIME,,Titans,Panthers,14,40,"Cbus Super Stadium, Gold Coast",https://www.nrl.com/draw/nrl-premiership/2023/round-25/titans-v-panthers/
2023,25,SATURDAY 19TH AUGUST,FULL TIME,,Dragons,Storm,28,38,"WIN Stadium, Wollongong",https://www.nrl.com/draw/nrl-premiership/2023/round-25/dragons-v-storm/
2023,25,SUNDAY 20TH AUGUST,FULL TIME,,Knights,Rabbitohs,29,10,"McDonald Jones Stadium, Newcastle",https://www.nrl.com/draw/nrl-premiership/2023/round-25/knights-v-rabbitohs/
2023,25,SUNDAY 20TH AUGUST,FULL TIME,,Raiders,Bulldogs,36,24,"GIO Stadium, Canberra",https://www.nrl.com/draw/nrl-premiership/2023/round-25/raiders-v-bulldogs/
2023,26,THURSDAY 24TH AUGUST,FULL TIME,,Panthers,Eels,18,32,"BlueBet Stadium, Penrith",https://www.nrl.com/draw/nrl-premiership/2023/round-26/panthers-v-eels/
2023,26,FRIDAY 25TH AUGUST,FULL TIME,,Warriors,Dragons,18,6,"Go Media Stadium, Auckland",https://www.nrl.com/draw/nrl-premiership/2023/round-26/warriors-v-dragons/
2023,26,FRIDAY 25TH AUGUST,FULL TIME,,Dolphins,Cowboys,10,34,"Suncorp Stadium, Brisbane",https://www.nrl.com/draw/nrl-premiership/2023/round-26/dolphins-v-cowboys/
2023,26,SATURDAY 26TH AUGUST,FULL TIME,,Storm,Titans,37,16,"AAMI Park, Melbourne",https://www.nrl.com/draw/nrl-premiership/2023/round-26/storm-v-titans/
2023,26,SATURDAY 26TH AUGUST,FULL TIME,,Roosters,Wests Tigers,32,8,"Allianz Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-26/roosters-v-wests-tigers/
2023,26,SATURDAY 26TH AUGUST,FULL TIME,,Raiders,Broncos,18,29,"GIO Stadium, Canberra",https://www.nrl.com/draw/nrl-premiership/2023/round-26/raiders-v-broncos/
2023,26,SUNDAY 27TH AUGUST,FULL TIME,,Bulldogs,Sea Eagles,24,42,"Accor Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-26/bulldogs-v-sea-eagles/
2023,26,SUNDAY 27TH AUGUST,FULL TIME,,Knights,Sharks,32,6,"McDonald Jones Stadium, Newcastle",https://www.nrl.com/draw/nrl-premiership/2023/round-26/knights-v-sharks/
2023,27,THURSDAY 31ST AUGUST,FULL TIME,,Broncos,Storm,22,32,"Suncorp Stadium, Brisbane",https://www.nrl.com/draw/nrl-premiership/2023/round-27/broncos-v-storm/
2023,27,FRIDAY 1ST SEPTEMBER,FULL TIME,,Sea Eagles,Wests Tigers,54,12,"4 Pines Park, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-27/sea-eagles-v-wests-tigers/
2023,27,FRIDAY 1ST SEPTEMBER,FULL TIME,,Rabbitohs,Roosters,12,26,"Accor Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-27/rabbitohs-v-roosters/
2023,27,SATURDAY 2ND SEPTEMBER,FULL TIME,,Dolphins,Warriors,34,10,"Suncorp Stadium, Brisbane",https://www.nrl.com/draw/nrl-premiership/2023/round-27/dolphins-v-warriors/
2023,27,SATURDAY 2ND SEPTEMBER,FULL TIME,,Panthers,Cowboys,44,12,"BlueBet Stadium, Penrith",https://www.nrl.com/draw/nrl-premiership/2023/round-27/panthers-v-cowboys/
2023,27,SATURDAY 2ND SEPTEMBER,FULL TIME,,Dragons,Knights,12,32,"Netstrata Jubilee Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-27/dragons-v-knights/
2023,27,SUNDAY 3RD SEPTEMBER,FULL TIME,,Titans,Bulldogs,34,30,"Cbus Super Stadium, Gold Coast",https://www.nrl.com/draw/nrl-premiership/2023/round-27/titans-v-bulldogs/
2023,27,SUNDAY 3RD SEPTEMBER,FULL TIME,,Sharks,Raiders,24,6,"PointsBet Stadium, Sydney",https://www.nrl.com/draw/nrl-premiership/2023/round-27/sharks-v-raiders/
